"","DATASET_CODE","VERSION_CODE","VESSEL_CODE","moc_id","moc_id_noNet","CRUISE_NUMBER","GEAR_CODE","SAMPLE_CODE_1","net_number","SAMPLE_CODE_3","LOCATION_CODE_1","LOCATION_CODE_2","LOCATION_CODE_3","LOCATION_CODE_4","START_TIME","END_TIME","MINIMUM_DEPTH","MAXIMUM_DEPTH","WATER_VOLUME_FILTERED","SAMPLE_VOLUME","TOTAL_NUMBER_SPECIMENS","ROW_NUMBER","SPECIES_CODE","NUMBER_SPECIES","JOB_NUMBER","SEQUENCE_NUMBER","DATE_LOADED","tow_id","station_id","TRAWL_MONTH.y","TRAWL_DAY.y","TRAWL_YEAR.y","LATITUDE_RAW_N","LONGITUDE_RAW_W","TRAWL_NOTES","cruise_id","replicate","LATITUDE_DEGREES","LATITUDE_MINUTES","LATITUDE_SECONDS","LATITUDE_DIRECTION","LONGITUDE_DEGREES","LONGITUDE_MINUTES","LONGITUDE_SECONDS","LONGITUDE_DIRECTION","LATITUDE_DD","LONGITUDE_DD","STATION_NUMBER"
"16","RB008","AA1",1,"TC8504_002_0","TC8504_002",8504,30,1,0,1,1,3,2,1,1618,1642,0,1,509.7,10,87,2,8544010301,1,"D89448",1395,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"17","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,2,8.531e+09,4,"D89448",1366,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"18","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,2,8531260200,127,"D89448",1332,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"19","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,3,8531591304,8,"D89448",1247,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"20","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,3,8531591407,24,"D89448",1367,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"21","RB008","AA1",1,"TC8504_002_0","TC8504_002",8504,30,1,0,1,1,3,2,1,1618,1642,0,1,509.7,10,87,3,8544014903,43,"D89448",1396,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"22","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,3,8531260300,6,"D89448",1299,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"23","RB008","AA1",1,"TC8504_002_4","TC8504_002",8504,50,1,4,1,1,3,2,1,1614,1625,100,120,662.5,8,11,3,8542070100,1,"D89448",1239,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"24","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,3,8522130000,1,"D89448",1333,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"25","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,3,8531260200,2,"D89448",1269,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"26","RB008","AA1",1,"TC8504_002_3","TC8504_002",8504,50,1,3,1,1,3,2,1,1602,1613,120,160,567.3,6,7,3,8542070102,1,"D89448",1232,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"27","RB008","AA1",1,"TC8504_002_0","TC8504_002",8504,30,1,0,1,1,3,2,1,1618,1642,0,1,509.7,10,87,4,8554290400,4,"D89448",1397,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"28","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,4,8531590500,10,"D89448",1368,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"29","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,4,8531260200,41,"D89448",1300,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"30","RB008","AA1",1,"TC8504_002_3","TC8504_002",8504,50,1,3,1,1,3,2,1,1602,1613,120,160,567.3,6,7,4,8555530102,1,"D89448",1233,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"31","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,4,8531310000,1,"D89448",1334,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"32","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,4,8531590401,2,"D89448",1270,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"33","RB008","AA1",1,"TC8504_002_4","TC8504_002",8504,50,1,4,1,1,3,2,1,1614,1625,100,120,662.5,8,11,4,8554180200,1,"D89448",1240,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"34","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,4,8531591305,5,"D89448",1248,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"35","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,5,8531591600,2,"D89448",1369,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"36","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,5,8531593003,7,"D89448",1249,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"37","RB008","AA1",1,"TC8504_002_4","TC8504_002",8504,50,1,4,1,1,3,2,1,1614,1625,100,120,662.5,8,11,5,8555730301,2,"D89448",1241,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"38","RB008","AA1",1,"TC8504_002_3","TC8504_002",8504,50,1,3,1,1,3,2,1,1602,1613,120,160,567.3,6,7,5,8520000062,1,"D89448",1234,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"39","RB008","AA1",1,"TC8504_002_0","TC8504_002",8504,30,1,0,1,1,3,2,1,1618,1642,0,1,509.7,10,87,5,8554300100,1,"D89448",1398,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"40","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,5,8531590500,42,"D89448",1301,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"41","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,5,8.531e+09,4,"D89448",1335,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"42","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,5,8531593003,5,"D89448",1271,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"43","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,6,8531590200,3,"D89448",1370,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"44","RB008","AA1",1,"TC8504_002_4","TC8504_002",8504,50,1,4,1,1,3,2,1,1614,1625,100,120,662.5,8,11,6,8520000019,1,"D89448",1242,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"45","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,6,8531591304,6,"D89448",1302,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"46","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,6,8531592105,1,"D89448",1272,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"47","RB008","AA1",1,"TC8504_002_3","TC8504_002",8504,50,1,3,1,1,3,2,1,1602,1613,120,160,567.3,6,7,6,8520000063,1,"D89448",1235,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"48","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,6,8531590401,12,"D89448",1336,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"49","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,6,8531592105,2,"D89448",1250,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"50","RB008","AA1",1,"TC8504_002_0","TC8504_002",8504,30,1,0,1,1,3,2,1,1618,1642,0,1,509.7,10,87,6,8555348000,1,"D89448",1399,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"51","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,7,8531592107,2,"D89448",1273,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"52","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,7,8531590500,30,"D89448",1337,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"53","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,7,8531593302,2,"D89448",1303,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"54","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,7,8531590401,6,"D89448",1371,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"55","RB008","AA1",1,"TC8504_002_0","TC8504_002",8504,30,1,0,1,1,3,2,1,1618,1642,0,1,509.7,10,87,7,8.52e+09,35,"D89448",1400,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"56","RB008","AA1",1,"TC8504_002_4","TC8504_002",8504,50,1,4,1,1,3,2,1,1614,1625,100,120,662.5,8,11,7,8531260102,1,"D89448",1243,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"57","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,7,8531591614,1,"D89448",1251,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"58","RB008","AA1",1,"TC8504_002_3","TC8504_002",8504,50,1,3,1,1,3,2,1,1602,1613,120,160,567.3,6,7,7,8520000064,1,"D89448",1236,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"59","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,8,8531590000,1,"D89448",1252,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"60","RB008","AA1",1,"TC8504_002_4","TC8504_002",8504,50,1,4,1,1,3,2,1,1614,1625,100,120,662.5,8,11,8,8.52e+09,2,"D89448",1244,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"61","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,8,8531590500,20,"D89448",1274,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"62","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,8,8531593302,3,"D89448",1372,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"63","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,8,8531591600,7,"D89448",1304,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"64","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,8,8531591614,1,"D89448",1338,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"65","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,9,8531590000,2,"D89448",1373,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"66","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,9,8531640000,1,"D89448",1253,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"67","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,9,8531591600,3,"D89448",1339,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"68","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,9,8531591305,1,"D89448",1275,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"69","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,9,8531592100,2,"D89448",1305,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"70","RB008","AA1",1,"TC8504_002_9","TC8504_002",8504,50,1,9,1,1,3,2,1,1713,1725,0,20,650.5,26,404,10,8531470000,1,"D89448",1374,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"71","RB008","AA1",1,"TC8504_002_7","TC8504_002",8504,50,1,7,1,1,3,2,1,1650,1701,40,60,646.3,44,274,10,8531593003,2,"D89448",1306,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"72","RB008","AA1",1,"TC8504_002_5","TC8504_002",8504,50,1,5,1,1,3,2,1,1626,1637,80,100,622.1,32,59,10,8542070103,5,"D89448",1254,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"73","RB008","AA1",1,"TC8504_002_8","TC8504_002",8504,50,1,8,1,1,3,2,1,1702,1713,20,40,610.9,46,315,10,8531593302,7,"D89448",1340,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
"74","RB008","AA1",1,"TC8504_002_6","TC8504_002",8504,50,1,6,1,1,3,2,1,1638,1649,60,80,636,42,80,10,8531591600,4,"D89448",1276,"4/8/2016","TC_8504_W5D1_1","W5D1",9,6,1985,"21°32.3'","157°45.0'","","TC_8504",1,21,32,3,"N",157,45,0,"W",21.5341666666667,-157.75,2
